State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10
North Carolina,Cumberland,2020,273,250,23,0,0,0,0,81,49,36,0,0,174,0,96,3
North Carolina,Davidson,2020,210,183,27,0,0,0,0,95,52,30,0,0,0,0,210,0
North Carolina,Durham,2020,273,258,15,0,0,0,0,97,46,35,0,0,166,0,106,1
North Carolina,Edgecombe,2020,261,247,14,0,0,0,0,94,47,35,0,0,166,0,95,0
North Carolina,Forsyth,2020,244,204,40,0,0,0,0,97,54,40,0,5,147,0,92,0
North Carolina,Graham,2020,211,196,15,0,0,0,0,97,49,40,0,0,211,0,0,0
North Carolina,Granville,2020,207,206,1,0,0,0,0,51,46,37,0,0,207,0,0,0
North Carolina,Guilford,2020,274,259,15,0,0,0,0,87,49,38,0,0,183,0,88,3
North Carolina,Haywood,2020,274,248,26,0,0,0,0,93,50,40,0,0,213,45,16,0
North Carolina,Hyde,2020,18,18,0,0,0,0,0,32,21,14,0,0,0,0,18,0
North Carolina,Jackson,2020,20,20,0,0,0,0,0,38,38,21,0,0,0,0,20,0
North Carolina,Johnston,2020,251,236,15,0,0,0,0,72,49,38,0,0,167,0,84,0
North Carolina,Lenoir,2020,207,201,6,0,0,0,0,58,46,36,0,0,207,0,0,0
North Carolina,Lincoln,2020,214,212,2,0,0,0,0,71,45,36,0,0,214,0,0,0
North Carolina,Macon,2020,238,236,2,0,0,0,0,64,44,31,0,0,238,0,0,0
North Carolina,Martin,2020,271,271,0,0,0,0,0,49,41,31,0,0,209,62,0,0
North Carolina,Mecklenburg,2020,306,259,45,2,0,0,0,112,54,40,1,0,190,0,115,0
North Carolina,Mitchell,2020,235,228,6,1,0,0,0,103,37,20,0,0,0,0,235,0
North Carolina,Montgomery,2020,244,231,13,0,0,0,0,83,47,36,0,0,151,0,93,0
North Carolina,New Hanover,2020,265,255,10,0,0,0,0,74,45,32,0,0,198,0,67,0
North Carolina,Northampton,2020,267,257,10,0,0,0,0,88,42,22,0,40,0,0,227,0
North Carolina,Person,2020,272,268,4,0,0,0,0,74,44,32,0,0,203,69,0,0
North Carolina,Pitt,2020,271,255,16,0,0,0,0,95,48,35,0,0,180,0,91,0
North Carolina,Rockingham,2020,213,208,5,0,0,0,0,54,48,37,0,0,212,1,0,0
North Carolina,Rowan,2020,273,246,27,0,0,0,0,88,50,40,0,0,211,0,62,0
North Carolina,Swain,2020,274,267,6,1,0,0,0,119,46,32,0,0,184,0,90,0
North Carolina,Union,2020,210,210,0,0,0,0,0,50,44,32,0,0,210,0,0,0
North Carolina,Wake,2020,274,219,54,1,0,0,0,101,56,39,2,2,155,0,115,0
North Carolina,Yancey,2020,213,175,37,1,0,0,0,105,58,45,0,0,213,0,0,0
North Dakota,Billings,2020,273,267,6,0,0,0,0,57,45,36,0,0,254,0,19,0
North Dakota,Burke,2020,273,265,8,0,0,0,0,69,46,35,0,0,230,2,36,5
North Dakota,Burleigh,2020,274,251,23,0,0,0,0,74,48,34,0,2,183,0,85,4
North Dakota,Cass,2020,271,257,14,0,0,0,0,80,44,34,0,7,223,0,41,0
North Dakota,Dunn,2020,274,270,4,0,0,0,0,58,44,35,0,0,260,0,14,0
North Dakota,McKenzie,2020,271,265,6,0,0,0,0,62,44,36,0,0,255,1,15,0
North Dakota,Mercer,2020,270,258,11,1,0,0,0,120,46,36,0,0,212,12,46,0
North Dakota,Oliver,2020,274,260,14,0,0,0,0,74,47,37,0,0,242,0,30,2
North Dakota,Ward,2020,274,267,7,0,0,0,0,69,44,35,0,0,251,0,23,0
North Dakota,Williams,2020,182,182,0,0,0,0,0,20,6,1,0,0,0,182,0,0
Ohio,Adams,2020,273,255,18,0,0,0,0,81,47,28,0,0,0,34,239,0
Ohio,Allen,2020,268,234,33,1,0,0,0,105,54,38,0,0,200,1,67,0
Ohio,Ashtabula,2020,274,257,17,0,0,0,0,93,46,35,0,0,211,63,0,0
Ohio,Athens,2020,51,49,2,0,0,0,0,55,44,25,0,0,0,0,51,0
Ohio,Belmont,2020,274,266,8,0,0,0,0,66,29,11,0,221,0,0,45,8
Ohio,Butler,2020,274,222,49,3,0,0,0,126,62,41,0,0,231,6,36,1
Ohio,Clark,2020,274,224,49,1,0,0,0,108,58,40,0,0,183,22,69,0
Ohio,Clermont,2020,274,241,33,0,0,0,0,100,54,37,0,0,189,0,85,0
Ohio,Clinton,2020,198,174,24,0,0,0,0,97,54,40,0,0,198,0,0,0
Ohio,Columbiana,2020,273,273,0,0,0,0,0,31,4,3,0,0,0,245,0,28
Ohio,Cuyahoga,2020,275,172,95,7,1,0,0,152,68,46,1,1,139,2,131,1
Ohio,Delaware,2020,213,191,21,1,0,0,0,101,51,39,0,0,213,0,0,0
Ohio,Fayette,2020,238,216,22,0,0,0,0,80,50,37,0,0,238,0,0,0
Ohio,Franklin,2020,275,225,49,1,0,0,0,101,60,41,1,5,178,0,91,0
Ohio,Gallia,2020,274,251,20,3,0,0,0,116,47,9,0,0,0,274,0,0
Ohio,Geauga,2020,214,183,31,0,0,0,0,100,64,42,0,0,214,0,0,0
Ohio,Greene,2020,214,189,25,0,0,0,0,93,54,41,0,0,214,0,0,0
Ohio,Hamilton,2020,275,165,104,6,0,0,0,126,70,48,1,11,117,0,146,0
Ohio,Harrison,2020,227,227,0,0,0,0,0,46,17,0,202,0,0,0,20,5
Ohio,Jefferson,2020,274,223,50,1,0,0,0,112,58,39,0,0,178,1,95,0
Ohio,Knox,2020,214,195,19,0,0,0,0,80,50,39,0,0,214,0,0,0
Ohio,Lake,2020,274,229,35,10,0,0,0,140,61,39,0,0,189,7,76,2
Ohio,Lawrence,2020,274,255,19,0,0,0,0,77,47,36,0,0,180,0,94,0
Ohio,Licking,2020,214,199,15,0,0,0,0,77,49,39,0,0,214,0,0,0
Ohio,Lorain,2020,270,241,28,0,1,0,0,154,51,36,0,0,169,0,101,0
Ohio,Lucas,2020,274,220,46,8,0,0,0,136,71,40,0,0,183,7,84,0
Ohio,Madison,2020,214,189,25,0,0,0,0,84,51,40,0,0,214,0,0,0
Ohio,Mahoning,2020,274,240,33,1,0,0,0,142,55,39,0,0,155,0,119,0
Ohio,Medina,2020,274,244,30,0,0,0,0,93,51,36,0,0,163,0,111,0
Ohio,Miami,2020,198,186,12,0,0,0,0,93,49,40,0,0,198,0,0,0
Ohio,Montgomery,2020,272,196,72,4,0,0,0,112,64,44,0,0,153,0,118,1
Ohio,Morgan,2020,261,261,0,0,0,0,0,23,7,0,0,0,0,261,0,0
Ohio,Noble,2020,234,213,21,0,0,0,0,87,49,39,0,0,232,0,2,0
Ohio,Portage,2020,232,199,32,1,0,0,0,101,59,41,0,0,211,0,21,0
Ohio,Preble,2020,275,237,37,1,0,0,0,101,54,39,1,0,195,0,79,0
Ohio,Scioto,2020,274,272,2,0,0,0,0,53,29,14,0,0,0,7,66,201
Ohio,Stark,2020,274,194,77,3,0,0,0,119,64,43,0,0,156,0,118,0
Ohio,Summit,2020,274,208,64,2,0,0,0,107,61,40,0,0,117,0,157,0
Ohio,Trumbull,2020,270,240,27,2,1,0,0,153,51,39,0,0,199,0,71,0
Ohio,Warren,2020,274,214,56,4,0,0,0,115,61,42,0,0,186,0,88,0
Ohio,Washington,2020,214,202,11,1,0,0,0,108,49,39,0,0,214,0,0,0
Ohio,Wood,2020,198,185,13,0,0,0,0,80,47,35,0,0,198,0,0,0
Oklahoma,Adair,2020,180,168,11,0,1,0,0,151,48,33,2,0,106,0,65,7
Oklahoma,Canadian,2020,270,246,24,0,0,0,0,84,50,37,0,0,270,0,0,0
Oklahoma,Carter,2020,271,178,92,1,0,0,0,147,64,44,0,0,133,0,138,0
Oklahoma,Cleveland,2020,272,189,81,2,0,0,0,121,65,43,0,0,146,0,126,0
Oklahoma,Comanche,2020,272,221,50,1,0,0,0,107,58,43,0,0,170,0,102,0
Oklahoma,Creek,2020,272,261,11,0,0,0,0,93,47,37,0,0,272,0,0,0
Oklahoma,Dewey,2020,271,220,51,0,0,0,0,99,58,41,0,0,180,0,91,0
Oklahoma,Garfield,2020,269,268,1,0,0,0,0,51,11,0,0,0,0,269,0,0
Oklahoma,Grant,2020,16,16,0,0,0,0,0,33,27,16,0,0,0,0,16,0
Oklahoma,Johnston,2020,227,210,17,0,0,0,0,97,49,39,0,0,227,0,0,0
Oklahoma,Kay,2020,279,226,51,2,0,0,0,113,55,39,0,0,123,1,155,0
Oklahoma,Mayes,2020,222,221,1,0,0,0,0,51,44,19,0,0,109,113,0,0
Oklahoma,Muskogee,2020,230,230,0,0,0,0,0,27,6,0,0,0,0,230,0,0
Oklahoma,Oklahoma,2020,275,168,103,4,0,0,0,112,70,46,1,8,134,0,130,2
Oklahoma,Osage,2020,258,233,25,0,0,0,0,90,50,39,0,0,258,0,0,0
Oklahoma,Ottawa,2020,168,147,19,1,1,0,0,154,56,34,0,0,67,0,80,21
Oklahoma,Pittsburg,2020,273,221,51,1,0,0,0,141,56,40,0,0,157,0,116,0
Oklahoma,Sequoyah,2020,211,194,16,1,0,0,0,141,49,34,0,11,107,0,93,0
Oklahoma,Tulsa,2020,275,212,61,2,0,0,0,129,59,42,1,0,171,0,101,2
Oklahoma,Washington,2020,251,215,35,1,0,0,0,101,57,41,0,0,180,0,71,0
Oregon,Baker,2020,182,178,4,0,0,0,0,66,39,20,0,0,0,0,182,0
Oregon,Benton,2020,182,181,1,0,0,0,0,52,28,15,0,0,0,0,182,0
Oregon,Clackamas,2020,80,79,0,1,0,0,0,112,42,29,0,0,61,0,19,0
Oregon,Columbia,2020,152,151,1,0,0,0,0,55,36,23,0,0,61,0,91,0
Oregon,Crook,2020,129,122,7,0,0,0,0,61,43,21,0,0,0,0,129,0
Oregon,Deschutes,2020,182,182,0,0,0,0,0,33,23,13,0,0,0,0,182,0
Oregon,Douglas,2020,91,86,5,0,0,0,0,57,43,24,0,0,0,0,91,0
Oregon,Grant,2020,91,52,39,0,0,0,0,79,62,49,0,0,0,0,91,0
Oregon,Harney,2020,100,63,37,0,0,0,0,94,67,41,0,0,0,0,100,0
Oregon,Jackson,2020,192,173,19,0,0,0,0,65,50,33,0,0,61,0,131,0
Oregon,Jefferson,2020,89,79,10,0,0,0,0,72,52,22,0,0,0,0,89,0
Oregon,Josephine,2020,187,167,20,0,0,0,0,89,52,20,0,0,0,0,187,0
Oregon,Klamath,2020,111,67,44,0,0,0,0,98,73,38,0,0,0,0,111,0
Oregon,Lake,2020,129,117,12,0,0,0,0,66,50,19,0,0,0,0,129,0
Oregon,Lane,2020,274,211,51,2,0,2,8,550,66,36,0,0,104,0,165,5
Oregon,Linn,2020,182,161,21,0,0,0,0,70,51,19,0,0,0,0,182,0
Oregon,Marion,2020,152,143,9,0,0,0,0,77,46,28,0,0,61,0,91,0
Oregon,Multnomah,2020,193,175,16,2,0,0,0,111,46,31,1,20,120,0,52,0
Oregon,Umatilla,2020,152,145,7,0,0,0,0,66,45,31,0,0,61,0,91,0
Oregon,Union,2020,106,106,0,0,0,0,0,46,28,17,0,0,0,0,89,17
Oregon,Wallowa,2020,182,180,2,0,0,0,0,58,30,16,0,0,0,0,182,0
Oregon,Wasco,2020,91,82,9,0,0,0,0,72,40,19,0,0,0,0,91,0
Oregon,Washington,2020,193,183,10,0,0,0,0,64,43,28,1,23,101,0,68,0
Pennsylvania,Adams,2020,245,210,35,0,0,0,0,74,54,41,1,0,207,0,37,0
Pennsylvania,Allegheny,2020,275,165,103,7,0,0,0,122,77,47,1,0,141,9,123,1
Pennsylvania,Armstrong,2020,243,211,30,2,0,0,0,115,53,39,0,0,138,0,105,0
Pennsylvania,Beaver,2020,244,191,52,1,0,0,0,142,58,42,0,0,143,0,101,0
Pennsylvania,Berks,2020,244,190,54,0,0,0,0,97,58,40,0,0,144,0,100,0
Pennsylvania,Blair,2020,239,206,33,0,0,0,0,85,54,40,0,0,155,1,83,0
Pennsylvania,Bradford,2020,241,230,11,0,0,0,0,73,47,38,0,0,162,0,79,0
Pennsylvania,Bucks,2020,207,192,12,3,0,0,0,112,48,37,0,0,207,0,0,0
Pennsylvania,Cambria,2020,245,210,35,0,0,0,0,89,54,37,1,1,113,0,130,0
Pennsylvania,Centre,2020,244,217,27,0,0,0,0,88,51,41,0,0,198,0,46,0
Pennsylvania,Chester,2020,229,189,40,0,0,0,0,87,54,41,0,0,137,0,92,0
Pennsylvania,Clearfield,2020,203,201,2,0,0,0,0,54,42,34,0,0,203,0,0,0
Pennsylvania,Cumberland,2020,241,198,43,0,0,0,0,98,54,33,0,0,0,0,241,0
Pennsylvania,Dauphin,2020,244,188,56,0,0,0,0,96,62,40,0,0,138,0,98,8
Pennsylvania,Delaware,2020,244,163,79,2,0,0,0,129,64,44,0,1,86,0,157,0
Pennsylvania,Elk,2020,238,236,2,0,0,0,0,67,45,36,0,0,238,0,0,0
Pennsylvania,Erie,2020,245,224,21,0,0,0,0,82,47,35,3,0,160,0,82,0
Pennsylvania,Fayette,2020,241,218,23,0,0,0,0,77,50,37,0,0,147,0,94,0
Pennsylvania,Franklin,2020,210,210,0,0,0,0,0,47,42,34,0,0,210,0,0,0
Pennsylvania,Greene,2020,237,218,18,1,0,0,0,101,49,38,0,0,163,0,74,0
Pennsylvania,Indiana,2020,237,224,12,1,0,0,0,112,47,36,0,0,201,36,0,0
Pennsylvania,Lackawanna,2020,245,227,18,0,0,0,0,69,49,39,1,10,160,0,74,0
Pennsylvania,Lancaster,2020,244,179,63,2,0,0,0,105,60,42,0,0,116,0,126,2
Pennsylvania,Lawrence,2020,210,204,6,0,0,0,0,93,44,32,0,0,210,0,0,0
Pennsylvania,Lebanon,2020,42,34,8,0,0,0,0,79,58,30,0,0,2,0,40,0
Pennsylvania,Lehigh,2020,236,206,30,0,0,0,0,93,52,39,0,0,149,0,87,0
Pennsylvania,Luzerne,2020,235,235,0,0,0,0,0,50,43,33,0,0,182,0,0,53
Pennsylvania,Lycoming,2020,244,221,23,0,0,0,0,77,50,37,0,0,156,0,88,0
Pennsylvania,Mercer,2020,244,213,30,1,0,0,0,105,54,40,0,0,190,0,54,0
Pennsylvania,Monroe,2020,208,206,2,0,0,0,0,80,45,37,0,0,208,0,0,0
Pennsylvania,Montgomery,2020,242,217,25,0,0,0,0,90,51,37,0,0,148,0,94,0
Pennsylvania,Northampton,2020,239,213,26,0,0,0,0,93,52,37,0,5,154,1,79,0
Pennsylvania,Philadelphia,2020,183,146,36,1,0,0,0,101,56,42,1,20,94,0,68,0
Pennsylvania,Somerset,2020,244,236,8,0,0,0,0,71,46,37,0,0,244,0,0,0
Pennsylvania,Susquehanna,2020,244,238,6,0,0,0,0,61,39,23,0,0,0,0,244,0
Pennsylvania,Tioga,2020,240,228,12,0,0,0,0,79,47,38,0,0,174,0,66,0
Pennsylvania,Warren,2020,242,241,1,0,0,0,0,65,23,9,0,0,0,242,0,0
Pennsylvania,Washington,2020,244,205,39,0,0,0,0,100,57,42,0,1,152,0,91,0
Pennsylvania,Westmoreland,2020,239,223,16,0,0,0,0,74,49,36,0,0,171,0,68,0
Pennsylvania,Wyoming,2020,242,232,10,0,0,0,0,68,42,25,0,0,0,0,242,0
Pennsylvania,York,2020,244,201,43,0,0,0,0,96,55,40,0,13,126,0,105,0
Puerto Rico,Adjuntas,2020,18,18,0,0,0,0,0,37,32,12,0,0,0,0,18,0
Puerto Rico,Bayamon,2020,205,202,3,0,0,0,0,95,35,18,117,0,53,21,14,0
Puerto Rico,Caguas,2020,169,168,1,0,0,0,0,55,17,9,51,101,0,0,17,0
Puerto Rico,Catano,2020,223,216,4,2,0,0,1,336,31,18,0,0,163,18,0,42
Puerto Rico,Fajardo,2020,17,16,1,0,0,0,0,54,34,20,0,0,0,0,17,0
Puerto Rico,Guayama,2020,18,17,1,0,0,0,0,57,40,18,0,0,0,0,18,0
Puerto Rico,Guaynabo,2020,38,36,2,0,0,0,0,72,40,24,1,19,0,0,18,0
Puerto Rico,Juncos,2020,272,262,4,5,1,0,0,174,17,10,0,0,272,0,0,0
Puerto Rico,Mayagnez,2020,210,152,20,2,11,16,9,396,248,26,0,0,69,0,141,0
Puerto Rico,Ponce,2020,232,217,15,0,0,0,0,81,42,17,64,0,0,0,9,159
Puerto Rico,San Juan,2020,91,91,0,0,0,0,0,39,35,2,91,0,0,0,0,0
Rhode Island,Kent,2020,266,247,18,1,0,0,0,133,48,36,0,0,190,0,76,0
Rhode Island,Providence,2020,275,234,39,2,0,0,0,112,52,41,1,9,176,0,89,0
Rhode Island,Washington,2020,274,248,24,1,1,0,0,154,50,38,0,0,210,0,64,0
South Carolina,Aiken,2020,220,219,1,0,0,0,0,71,44,33,0,0,220,0,0,0
South Carolina,Anderson,2020,265,257,8,0,0,0,0,71,46,35,0,0,265,0,0,0
South Carolina,Berkeley,2020,185,184,1,0,0,0,0,51,44,31,0,0,185,0,0,0
South Carolina,Charleston,2020,274,250,23,1,0,0,0,117,50,35,0,2,116,0,156,0
South Carolina,Chesterfield,2020,271,251,20,0,0,0,0,89,49,36,0,0,209,0,62,0
South Carolina,Darlington,2020,220,220,0,0,0,0,0,49,43,33,0,0,220,0,0,0
South Carolina,Edgefield,2020,274,260,13,1,0,0,0,115,48,35,0,0,178,0,96,0
South Carolina,Florence,2020,265,253,12,0,0,0,0,95,41,28,0,0,0,0,265,0
South Carolina,Greenville,2020,274,227,46,1,0,0,0,116,54,39,0,1,175,0,98,0
South Carolina,Horry,2020,181,181,0,0,0,0,0,50,44,33,0,0,181,0,0,0
South Carolina,Lexington,2020,273,255,17,1,0,0,0,111,46,28,0,0,0,0,258,15
South Carolina,Oconee,2020,20,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0
South Carolina,Richland,2020,275,249,25,1,0,0,0,117,50,37,1,4,187,0,83,0
South Carolina,Spartanburg,2020,274,235,37,2,0,0,0,112,52,40,0,0,158,0,116,0
South Carolina,York,2020,274,260,14,0,0,0,0,92,47,35,0,0,201,1,72,0
South Dakota,Brookings,2020,182,161,21,0,0,0,0,87,54,39,0,0,168,0,12,2
South Dakota,Brown,2020,180,166,14,0,0,0,0,61,48,23,0,0,0,0,142,38
South Dakota,Codington,2020,182,167,15,0,0,0,0,88,47,36,0,0,106,0,61,15
South Dakota,Custer,2020,181,174,7,0,0,0,0,71,47,41,0,0,178,0,2,1
South Dakota,Hughes,2020,178,176,2,0,0,0,0,76,28,15,0,0,0,0,178,0
South Dakota,Jackson,2020,182,175,7,0,0,0,0,71,47,40,0,0,170,0,9,3
South Dakota,Meade,2020,180,177,3,0,0,0,0,58,46,38,0,0,179,0,0,1
South Dakota,Minnehaha,2020,183,163,20,0,0,0,0,90,54,35,1,2,130,0,50,0
South Dakota,Pennington,2020,182,163,19,0,0,0,0,81,51,26,0,29,0,1,62,90
South Dakota,Union,2020,182,161,20,1,0,0,0,141,54,38,0,0,152,0,26,4
Tennessee,Anderson,2020,122,118,4,0,0,0,0,58,48,38,0,0,122,0,0,0
Tennessee,Blount,2020,245,219,26,0,0,0,0,92,51,39,1,0,223,0,21,0
Tennessee,Claiborne,2020,228,226,2,0,0,0,0,51,46,34,0,0,228,0,0,0
Tennessee,Davidson,2020,182,153,29,0,0,0,0,77,56,40,0,14,73,0,95,0
Tennessee,DeKalb,2020,219,215,4,0,0,0,0,58,46,35,0,0,219,0,0,0
Tennessee,Dyer,2020,173,163,9,1,0,0,0,117,40,22,0,0,0,0,173,0
Tennessee,Hamilton,2020,274,233,41,0,0,0,0,87,53,40,0,0,153,0,121,0
Tennessee,Jefferson,2020,117,112,5,0,0,0,0,61,49,40,0,0,117,0,0,0
Tennessee,Knox,2020,305,266,39,0,0,0,0,90,52,36,0,0,165,0,140,0
Tennessee,Lawrence,2020,182,177,5,0,0,0,0,72,35,19,0,0,0,0,182,0
Tennessee,Loudon,2020,182,169,13,0,0,0,0,88,49,32,0,0,98,0,84,0
Tennessee,Madison,2020,176,172,3,1,0,0,0,108,35,22,0,0,0,0,176,0
Tennessee,Maury,2020,171,168,3,0,0,0,0,91,36,19,0,0,0,0,171,0
Tennessee,McMinn,2020,174,164,10,0,0,0,0,88,40,22,0,0,0,0,174,0
Tennessee,Montgomery,2020,177,169,7,1,0,0,0,107,43,24,0,0,0,0,177,0
Tennessee,Putnam,2020,180,175,4,1,0,0,0,105,37,20,0,0,0,0,180,0
Tennessee,Roane,2020,154,149,5,0,0,0,0,91,40,23,0,0,0,0,154,0
Tennessee,Sevier,2020,243,223,19,1,0,0,0,105,50,41,0,0,243,0,0,0
Tennessee,Shelby,2020,183,120,63,0,0,0,0,100,64,46,1,1,82,0,99,0
Tennessee,Sullivan,2020,182,165,15,2,0,0,0,109,50,38,0,0,100,46,36,0
Tennessee,Sumner,2020,213,188,24,1,0,0,0,121,51,37,0,0,97,0,116,0
Tennessee,Williamson,2020,121,112,9,0,0,0,0,71,50,41,0,0,121,0,0,0
Tennessee,Wilson,2020,122,117,5,0,0,0,0,64,46,38,0,0,122,0,0,0
Texas,Atascosa,2020,16,11,4,0,1,0,0,156,89,29,0,0,0,0,16,0
Texas,Bell,2020,182,143,38,1,0,0,0,135,58,42,0,0,117,0,65,0
Texas,Bexar,2020,183,97,82,3,1,0,0,158,77,49,1,1,94,0,87,0
Texas,Bowie,2020,182,150,31,1,0,0,0,127,55,34,0,0,0,0,182,0
Texas,Brazoria,2020,182,161,21,0,0,0,0,100,54,36,0,4,178,0,0,0
Texas,Brazos,2020,123,105,18,0,0,0,0,99,52,30,0,0,0,0,123,0
Texas,Brewster,2020,239,223,16,0,0,0,0,80,50,40,0,0,228,0,11,0
Texas,Cameron,2020,182,106,68,5,3,0,0,176,72,45,0,0,42,0,140,0
Texas,Collin,2020,212,183,28,1,0,0,0,108,54,39,0,0,212,0,0,0
Texas,Culberson,2020,20,20,0,0,0,0,0,18,18,8,0,0,0,0,20,0
Texas,Dallas,2020,214,169,41,4,0,0,0,135,64,41,1,18,148,0,47,0
Texas,Denton,2020,213,155,54,4,0,0,0,142,71,41,0,0,163,0,50,0
Texas,Ector,2020,197,179,18,0,0,0,0,95,49,24,0,0,0,0,197,0
Texas,El Paso,2020,183,96,82,5,0,0,0,116,77,50,1,13,115,0,41,13
Texas,Ellis,2020,213,168,44,1,0,0,0,125,61,39,0,0,144,0,69,0
Texas,Freestone,2020,162,162,0,0,0,0,0,10,1,0,0,0,0,162,0,0
Texas,Galveston,2020,182,140,40,2,0,0,0,139,61,41,0,0,146,0,36,0
Texas,Gregg,2020,182,177,5,0,0,0,0,74,45,33,0,9,166,7,0,0
Texas,Harris,2020,183,91,85,5,2,0,0,179,77,52,1,10,77,0,94,1
Texas,Harrison,2020,181,162,19,0,0,0,0,100,51,37,0,0,119,7,55,0
Texas,Hidalgo,2020,182,123,54,3,2,0,0,155,68,42,0,0,73,0,109,0
Texas,Hood,2020,206,191,15,0,0,0,0,100,48,34,0,0,206,0,0,0
Texas,Howard,2020,197,172,21,3,1,0,0,200,57,9,0,0,0,197,0,0
Texas,Hunt,2020,213,201,12,0,0,0,0,87,46,34,0,0,213,0,0,0
Texas,Hutchinson,2020,212,139,45,28,0,0,0,145,105,26,0,0,0,212,0,0
Texas,Jefferson,2020,182,138,41,3,0,0,0,122,61,42,0,0,124,5,53,0
Texas,Johnson,2020,196,179,15,2,0,0,0,105,50,34,0,0,196,0,0,0
Texas,Karnes,2020,179,179,0,0,0,0,0,31,18,6,0,179,0,0,0,0
Texas,Kaufman,2020,213,175,38,0,0,0,0,93,59,39,0,0,150,0,63,0
Texas,Kleberg,2020,163,112,48,1,2,0,0,168,68,38,0,0,0,0,163,0
Texas,Lubbock,2020,208,196,12,0,0,0,0,72,40,19,0,0,0,0,208,0
Texas,Maverick,2020,165,143,21,0,1,0,0,160,54,24,0,0,0,0,165,0
Texas,McLennan,2020,183,162,21,0,0,0,0,87,51,37,1,0,157,0,25,0
Texas,Milam,2020,132,132,0,0,0,0,0,3,1,0,0,0,0,132,0,0
Texas,Montgomery,2020,182,139,38,5,0,0,0,129,60,41,0,0,110,0,72,0
Texas,Navarro,2020,213,154,53,6,0,0,0,147,68,40,0,1,101,33,78,0
Texas,Nueces,2020,182,126,54,0,2,0,0,159,67,43,0,0,99,0,83,0
Texas,Orange,2020,182,145,35,2,0,0,0,103,61,41,0,0,113,11,58,0
Texas,Parker,2020,210,189,21,0,0,0,0,97,51,36,0,0,210,0,0,0
Texas,Polk,2020,238,229,9,0,0,0,0,71,44,31,0,0,238,0,0,0
Texas,Potter,2020,213,186,20,7,0,0,0,138,58,20,0,0,0,61,152,0
Texas,Randall,2020,244,178,66,0,0,0,0,90,64,45,0,0,244,0,0,0
Texas,Robertson,2020,144,144,0,0,0,0,0,20,1,0,0,0,0,144,0,0
Texas,Rockwall,2020,213,198,15,0,0,0,0,97,46,34,0,0,213,0,0,0
Texas,Rusk,2020,180,164,13,3,0,0,0,114,49,4,0,0,0,180,0,0
Texas,Smith,2020,182,172,10,0,0,0,0,84,48,36,0,2,180,0,0,0
Texas,Tarrant,2020,214,134,73,6,1,0,0,151,77,45,1,7,113,0,93,0
Texas,Titus,2020,174,174,0,0,0,0,0,19,9,0,0,0,0,174,0,0
Texas,Travis,2020,183,135,47,0,1,0,0,153,59,44,1,3,85,0,94,0
Texas,Victoria,2020,146,132,14,0,0,0,0,100,49,35,0,0,146,0,0,0
Texas,Webb,2020,183,128,52,2,1,0,0,160,67,42,1,0,91,0,91,0
Texas,Wilson,2020,182,182,0,0,0,0,0,34,18,7,0,182,0,0,0,0
Utah,Box Elder,2020,175,167,8,0,0,0,0,71,48,41,0,3,172,0,0,0
Utah,Cache,2020,305,212,85,4,4,0,0,159,71,44,0,0,199,0,91,15
Utah,Carbon,2020,289,247,42,0,0,0,0,93,54,44,0,2,287,0,0,0
Utah,Davis,2020,305,203,89,12,1,0,0,155,77,44,0,28,209,0,68,0
Utah,Duchesne,2020,305,221,79,5,0,0,0,125,65,46,0,0,255,0,50,0
Utah,Garfield,2020,303,271,32,0,0,0,0,74,51,43,0,0,303,0,0,0
Utah,Iron,2020,305,272,33,0,0,0,0,86,51,41,0,11,269,0,25,0
Utah,Salt Lake,2020,306,159,128,17,2,0,0,194,88,50,1,34,186,1,81,3
Utah,San Juan,2020,230,190,38,2,0,0,0,108,58,44,0,0,230,0,0,0
Utah,Tooele,2020,305,231,69,4,1,0,0,159,67,43,0,2,247,0,56,0
Utah,Uintah,2020,305,213,89,2,0,0,1,343,67,46,0,0,268,0,37,0
Utah,Utah,2020,306,195,106,5,0,0,0,150,80,46,1,3,237,0,64,1
Utah,Washington,2020,305,234,68,3,0,0,0,112,64,44,0,1,278,0,26,0
Utah,Wayne,2020,20,20,0,0,0,0,0,10,9,4,0,0,0,0,20,0
Utah,Weber,2020,306,208,92,6,0,0,0,140,72,45,1,21,229,0,51,4
Vermont,Bennington,2020,182,174,8,0,0,0,0,66,46,39,0,0,164,0,18,0
Vermont,Chittenden,2020,183,166,17,0,0,0,0,98,49,40,1,0,144,0,38,0
Vermont,Rutland,2020,183,163,20,0,0,0,0,81,51,39,1,0,137,0,45,0
Vermont,Windham,2020,19,19,0,0,0,0,0,18,14,7,0,0,0,0,19,0
Virgin Islands,St Croix,2020,28,26,2,0,0,0,0,82,47,18,0,0,0,0,28,0
Virgin Islands,St John,2020,20,20,0,0,0,0,0,41,40,15,0,0,0,0,20,0
Virginia,Albemarle,2020,269,261,8,0,0,0,0,63,46,35,0,0,197,0,72,0
Virginia,Alexandria City,2020,78,78,0,0,0,0,0,8,7,4,0,0,0,0,0,78
Virginia,Arlington,2020,193,187,6,0,0,0,0,61,44,34,2,26,148,0,17,0
